taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2492478	Cercotrichas galactotes (Temminck, 1820)	5788860	Erythropygia galactotes (Temminck, 1820)	33	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Erythropygia	4845640	Erythropygia galactotes	5788860	LC
2493976	Dicrurus modestus Hartlaub, 1849	2493976	Dicrurus modestus Hartlaub, 1849	42	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Dicruridae	9310	Dicrurus	2493960	Dicrurus modestus	2493976	LC
2494070	Ploceus melanocephalus (Linnaeus, 1758)	2494070	Ploceus melanocephalus (Linnaeus, 1758)	86	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Ploceidae	9336	Ploceus	2494008	Ploceus melanocephalus	2494070	LC
5230043	Nectarinia hunteri (Shelley, 1889)	7340862	Chalcomitra hunteri (Shelley, 1889)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Nectariniidae	5259	Chalcomitra	7340859	Chalcomitra hunteri	7340862	LC
5231347	Bradypterus lopezi (Alexander, 1903)	5231347	Bradypterus lopezi (Alexander, 1903)	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Locustellidae	6100825	Bradypterus	3242162	Bradypterus lopezi	5231347	LC
2479018	Lybius leucocephalus (de Filippi, 1853)	2479018	Lybius leucocephalus (de Filippi, 1853)	125	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Lybiidae	4849497	Lybius	2478991	Lybius leucocephalus	2479018	LC
2480391	Stephanoaetus coronatus (Linnaeus, 1766)	2480391	Stephanoaetus coronatus (Linnaeus, 1766)	64	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Stephanoaetus	2480390	Stephanoaetus coronatus	2480391	NT
2491576	Emberiza poliopleura (Salvadori, 1888)	2491576	Emberiza poliopleura (Salvadori, 1888)	19	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Emberiza	2491468	Emberiza poliopleura	2491576	LC
5231233	Oenanthe pleschanka (Lepechin, 1770)	5231233	Oenanthe pleschanka (Lepechin, 1770)	41	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Oenanthe	2492483	Oenanthe pleschanka	5231233	LC
2473787	Pternistis afer (P.L.S.Müller, 1776)	2473787	Pternistis afer (P.L.S.Müller, 1776)	36	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Pternistis	8128058	Pternistis afer	2473787	LC
2492853	Lanius excubitoroides Prevost & Des Murs, 1847	2492853	Lanius excubitoroides Prevost & Des Murs, 1847	120	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Laniidae	9315	Lanius	2483315	Lanius excubitoroides	2492853	LC
5228229	Balearica regulorum (E.T.Bennett, 1834)	5228229	Balearica regulorum (E.T.Bennett, 1834)	371	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Gruidae	9313	Balearica	2474928	Balearica regulorum	5228229	EN
6100953	Laniarius nigerrimus (Reichenow, 1879)	6100953	Laniarius nigerrimus (Reichenow, 1879)	31	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Malaconotidae	5250	Laniarius	2484859	Laniarius nigerrimus	6100953	LC
7340508	Turdoides squamulata (Shelley, 1884)	7340508	Turdoides squamulata (Shelley, 1884)	76	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Leiothrichidae	6101112	Turdoides	2493296	Turdoides squamulata	7340508	LC
2481842	Microparra capensis (A.Smith, 1839)	2481842	Microparra capensis (A.Smith, 1839)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Jacanidae	9314	Microparra	2481841	Microparra capensis	2481842	LC
2492725	Apalis flavida (Strickland, 1853)	2492725	Apalis flavida (Strickland, 1853)	341	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cisticolidae	9293	Apalis	2492701	Apalis flavida	2492725	LC
2494053	Ploceus nigricollis (Vieillot, 1805)	2494053	Ploceus nigricollis (Vieillot, 1805)	22	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Ploceidae	9336	Ploceus	2494008	Ploceus nigricollis	2494053	LC
2494057	Ploceus vitellinus (Lichtenstein, 1823)	2494057	Ploceus vitellinus (Lichtenstein, 1823)	84	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Ploceidae	9336	Ploceus	2494008	Ploceus vitellinus	2494057	LC
2480685	Hieraaetus pennatus (Gmelin, 1788)	2480685	Hieraaetus pennatus (Gmelin, 1788)	26	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Hieraaetus	2480683	Hieraaetus pennatus	2480685	LC
2496333	Chrysococcyx caprius (Boddaert, 1783)	2496333	Chrysococcyx caprius (Boddaert, 1783)	243	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Chrysococcyx	2496313	Chrysococcyx caprius	2496333	LC
5789279	Sternula albifrons (Pallas, 1764)	5789279	Sternula albifrons (Pallas, 1764)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Sternula	4849628	Sternula albifrons	5789279	LC
6066199	Aquila spilogaster (Bonaparte, 1850)	6066199	Aquila spilogaster (Bonaparte, 1850)	56	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Aquila	2480498	Aquila spilogaster	6066199	LC
7341975	Melaniparus funereus J.Verreaux & É.Verreaux, 1855	2487933	Parus funereus (J.Verreaux & E.Verreaux, 1855)	6	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Paridae	9327	Parus	2487923	Parus funereus	2487933	LC
2479026	Lybius melanopterus (W.Peters, 1854)	2479026	Lybius melanopterus (W.Peters, 1854)	33	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Lybiidae	4849497	Lybius	2478991	Lybius melanopterus	2479026	LC
2484633	Anthreptes orientalis Hartlaub, 1880	2484633	Anthreptes orientalis Hartlaub, 1880	54	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Nectariniidae	5259	Anthreptes	2484629	Anthreptes orientalis	2484633	LC
2484862	Laniarius luehderi Reichenow, 1874	2484862	Laniarius luehderi Reichenow, 1874	51	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Malaconotidae	5250	Laniarius	2484859	Laniarius luehderi	2484862	LC
2486218	Baeopogon indicator (J.Verreaux & E.Verreaux, 1855)	2486218	Baeopogon indicator (J.Verreaux & E.Verreaux, 1855)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pycnonotidae	5277	Baeopogon	2486217	Baeopogon indicator	2486218	LC
2490582	Mirafra collaris Sharpe, 1896	2490582	Mirafra collaris Sharpe, 1896	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Alaudidae	7211	Mirafra	2490574	Mirafra collaris	2490582	LC
5228300	Halcyon chelicuti (Stanley, 1814)	5228300	Halcyon chelicuti (Stanley, 1814)	135	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Alcedinidae	2984	Halcyon	2475567	Halcyon chelicuti	5228300	LC
9120951	Paragallinula angulata (Sundevall, 1850)	5228198	Gallinula angulata Sundevall, 1850	10	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Gallinula	7918617	Gallinula angulata	5228198	LC
6065824	Chroicocephalus ridibundus (Linnaeus, 1766)	6065824	Chroicocephalus ridibundus (Linnaeus, 1766)	25	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Chroicocephalus	4848452	Chroicocephalus ridibundus	6065824	NE
2475233	Tauraco hartlaubi (Fischer & Reichenow, 1884)	2475233	Tauraco hartlaubi (Fischer & Reichenow, 1884)	194	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Musophagiformes	1444	Musophagidae	5258	Tauraco	2475224	Tauraco hartlaubi	2475233	LC
2480420	Pernis apivorus (Linnaeus, 1758)	2480420	Pernis apivorus (Linnaeus, 1758)	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Pernis	2480419	Pernis apivorus	2480420	LC
2496619	Pachycoccyx audeberti (Schlegel, 1879)	2496619	Pachycoccyx audeberti (Schlegel, 1879)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Pachycoccyx	2496618	Pachycoccyx audeberti	2496619	LC
6095273	Tockus ruahae A.Kemp & Delport, 2002	6095273	Tockus ruahae A.Kemp & Delport, 2002	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Bucerotiformes	716	Bucerotidae	9720	Tockus	2475953	Tockus ruahae	6095273	NE
9124368	Alaudala athensis (Sharpe, 1900)	5230991	Calandrella athensis (Sharpe, 1900)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Alaudidae	7211	Calandrella	2490675	Calandrella athensis	5230991	NE
2475265	Corythaixoides personatus (Ruppell, 1842)	2475265	Corythaixoides personatus (Ruppell, 1842)	60	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Musophagiformes	1444	Musophagidae	5258	Corythaixoides	2475258	Corythaixoides personatus	2475265	LC
2475426	Merops bulocki Vieillot, 1817	2475426	Merops bulocki Vieillot, 1817	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Meropidae	9320	Merops	2475391	Merops bulocki	2475426	LC
2475679	Ceryle rudis (Linnaeus, 1758)	2475679	Ceryle rudis (Linnaeus, 1758)	263	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Alcedinidae	2984	Ceryle	2475678	Ceryle rudis	2475679	LC
2494012	Ploceus subaureus A.Smith, 1839	2494012	Ploceus subaureus A.Smith, 1839	39	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Ploceidae	9336	Ploceus	2494008	Ploceus subaureus	2494012	LC
2478883	Tricholaema melanocephala (Cretzschmar, 1829)	2478883	Tricholaema melanocephala (Cretzschmar, 1829)	42	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Lybiidae	4849497	Tricholaema	2478867	Tricholaema melanocephala	2478883	LC
2490694	Eremopterix nigriceps (Gould, 1839)	2490694	Eremopterix nigriceps (Gould, 1839)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Alaudidae	7211	Eremopterix	2490688	Eremopterix nigriceps	2490694	LC
2494086	Euplectes franciscanus (Isert, 1789)	2494086	Euplectes franciscanus (Isert, 1789)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Ploceidae	9336	Euplectes	2494085	Euplectes franciscanus	2494086	LC
2497921	Tyto alba (Scopoli, 1769)	2497921	Tyto alba (Scopoli, 1769)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Tytonidae	5292	Tyto	2497905	Tyto alba	2497921	LC
2498156	Anas undulata C.F.Dubois, 1838	2498156	Anas undulata C.F.Dubois, 1838	191	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas undulata	2498156	LC
6100907	Cisticola luapula Lynes, 1933	6100907	Cisticola luapula Lynes, 1933	26	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cisticolidae	9293	Cisticola	2492786	Cisticola luapula	6100907	LC
2478911	Pogoniulus atroflavus (Sparrman, 1798)	2478911	Pogoniulus atroflavus (Sparrman, 1798)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Lybiidae	4849497	Pogoniulus	2478906	Pogoniulus atroflavus	2478911	LC
2478923	Pogoniulus simplex (G.A.Fischer & Reichenow, 1884)	2478923	Pogoniulus simplex (G.A.Fischer & Reichenow, 1884)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Lybiidae	4849497	Pogoniulus	2478906	Pogoniulus simplex	2478923	LC
2481002	Falco alopex (Heuglin, 1861)	2481002	Falco alopex (Heuglin, 1861)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Falco	2480996	Falco alopex	2481002	LC
2484648	Anthreptes rubritorques Reichenow, 1905	2484648	Anthreptes rubritorques Reichenow, 1905	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Nectariniidae	5259	Anthreptes	2484629	Anthreptes rubritorques	2484648	VU
2484837	Prionops scopifrons (W.Peters, 1854)	2484837	Prionops scopifrons (W.Peters, 1854)	51	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Prionopidae	4846052	Prionops	2484836	Prionops scopifrons	2484837	LC
2489081	Lamprotornis shelleyi (Sharpe, 1890)	2489081	Lamprotornis shelleyi (Sharpe, 1890)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sturnidae	9350	Lamprotornis	2489069	Lamprotornis shelleyi	2489081	LC
2492601	Ficedula albicollis (Temminck, 1815)	2492601	Ficedula albicollis (Temminck, 1815)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Ficedula	2492596	Ficedula albicollis	2492601	LC
2494025	Ploceus castaneiceps (Sharpe, 1890)	2494025	Ploceus castaneiceps (Sharpe, 1890)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Ploceidae	9336	Ploceus	2494008	Ploceus castaneiceps	2494025	LC
2495707	Streptopelia semitorquata (Rüppell, 1837)	2495707	Streptopelia semitorquata (Rüppell, 1837)	965	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Streptopelia	2495657	Streptopelia semitorquata	2495707	LC
6100811	Arizelocichla kikuyuensis (Sharpe, 1891)	6100811	Arizelocichla kikuyuensis (Sharpe, 1891)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pycnonotidae	5277	Arizelocichla	7340423	Arizelocichla kikuyuensis	6100811	NE
2473845	Pternistis adspersus (Waterhouse, 1838)	2473845	Pternistis adspersus (Waterhouse, 1838)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Pternistis	8128058	Pternistis adspersus	2473845	LC
2479025	Lybius rubrifacies (Reichenow, 1892)	2479025	Lybius rubrifacies (Reichenow, 1892)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Lybiidae	4849497	Lybius	2478991	Lybius rubrifacies	2479025	NT
2492822	Cisticola juncidis (Rafinesque, 1810)	2492822	Cisticola juncidis (Rafinesque, 1810)	30	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cisticolidae	9293	Cisticola	2492786	Cisticola juncidis	2492822	LC
5228451	Bycanistes bucinator (Temminck, 1824)	5228451	Bycanistes bucinator (Temminck, 1824)	55	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Bucerotiformes	716	Bucerotidae	9720	Bycanistes	2475931	Bycanistes bucinator	5228451	LC
7340456	Ortygospiza fuscocrissa Heuglin, 1863	7340456	Ortygospiza fuscocrissa Heuglin, 1863	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Estrildidae	5709	Ortygospiza	2493709	Ortygospiza fuscocrissa	7340456	NE
2475443	Merops apiaster Linnaeus, 1758	2475443	Merops apiaster Linnaeus, 1758	194	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Meropidae	9320	Merops	2475391	Merops apiaster	2475443	LC
2481909	Ciconia nigra (Linnaeus, 1758)	2481909	Ciconia nigra (Linnaeus, 1758)	44	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Ciconiiformes	839	Ciconiidae	9289	Ciconia	2481908	Ciconia nigra	2481909	LC
2491478	Emberiza flaviventris Stephens, 1815	2491478	Emberiza flaviventris Stephens, 1815	116	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Emberiza	2491468	Emberiza flaviventris	2491478	LC
5231549	Serinus dorsostriatus (Reichenow, 1887)	6100984	Crithagra dorsostriata Reichenow, 1887	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Crithagra	4846581	Crithagra dorsostriata	6100984	LC
7340862	Chalcomitra hunteri (Shelley, 1889)	7340862	Chalcomitra hunteri (Shelley, 1889)	33	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Nectariniidae	5259	Chalcomitra	7340859	Chalcomitra hunteri	7340862	LC
2480311	Charadrius alexandrinus Linnaeus, 1758	2480311	Charadrius alexandrinus Linnaeus, 1758	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius alexandrinus	2480311	LC
2480754	Glareola ocularis J.Verreaux, 1833	2480754	Glareola ocularis J.Verreaux, 1833	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Glareolidae	5245	Glareola	2480753	Glareola ocularis	2480754	NT
2492742	Calamonastes simplex (Cabanis, 1878)	2492742	Calamonastes simplex (Cabanis, 1878)	84	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cisticolidae	9293	Calamonastes	2492739	Calamonastes simplex	2492742	LC
2494059	Ploceus melanogaster Shelley, 1887	2494059	Ploceus melanogaster Shelley, 1887	23	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Ploceidae	9336	Ploceus	2494008	Ploceus melanogaster	2494059	LC
2495342	Oena capensis (Linnaeus, 1766)	2495342	Oena capensis (Linnaeus, 1766)	199	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Oena	2495341	Oena capensis	2495342	LC
5228645	Apus niansae (Reichenow, 1887)	5228645	Apus niansae (Reichenow, 1887)	95	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Apodidae	2993	Apus	2235048	Apus niansae	5228645	LC
2493538	Sylvietta brachyura Lafresnaye, 1839	2493538	Sylvietta brachyura Lafresnaye, 1839	35	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Macrosphenidae	6100868	Sylvietta	2493534	Sylvietta brachyura	2493538	LC
5739361	Iduna pallida (Hemprich & Ehrenberg, 1833)	5739361	Iduna pallida (Hemprich & Ehrenberg, 1833)	26	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Acrocephalidae	6101019	Iduna	3241698	Iduna pallida	5739361	LC
6100977	Crithagra koliensis (C.H.B.Grant & Mackworth-Praed, 1952)	6100977	Crithagra koliensis (C.H.B.Grant & Mackworth-Praed, 1952)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Crithagra	4846581	Crithagra koliensis	6100977	LC
2478430	Dendropicos spodocephalus (Bonaparte, 1850)	2478430	Dendropicos spodocephalus (Bonaparte, 1850)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Dendropicos	2478384	Dendropicos spodocephalus	2478430	LC
2491585	Emberiza striolata (M.H.K.Lichtenstein, 1823)	2491585	Emberiza striolata (M.H.K.Lichtenstein, 1823)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Emberiza	2491468	Emberiza striolata	2491585	LC
2493646	Hypargos niveoguttatus (W.Peters, 1868)	2493646	Hypargos niveoguttatus (W.Peters, 1868)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Estrildidae	5709	Hypargos	2493645	Hypargos niveoguttatus	2493646	LC
5231240	Oenanthe oenanthe (Linnaeus, 1758)	5231240	Oenanthe oenanthe (Linnaeus, 1758)	142	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Oenanthe	2492483	Oenanthe oenanthe	5231240	LC
2481031	Falco ardosiaceus Vieillot, 1823	2481031	Falco ardosiaceus Vieillot, 1823	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Falco	2480996	Falco ardosiaceus	2481031	LC
2481726	Tringa nebularia (Gunnerus, 1767)	2481726	Tringa nebularia (Gunnerus, 1767)	160	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa nebularia	2481726	LC
2481904	Ephippiorhynchus senegalensis (Shaw, 1800)	2481904	Ephippiorhynchus senegalensis (Shaw, 1800)	44	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Ciconiiformes	839	Ciconiidae	9289	Ephippiorhynchus	2481903	Ephippiorhynchus senegalensis	2481904	LC
5229126	Himantopus himantopus (Linnaeus, 1758)	5229126	Himantopus himantopus (Linnaeus, 1758)	155	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Recurvirostridae	4287244	Himantopus	2480217	Himantopus himantopus	5229126	LC
2480637	Accipiter nisus (Linnaeus, 1758)	2480637	Accipiter nisus (Linnaeus, 1758)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Accipiter	9405810	Accipiter nisus	2480637	LC
2489077	Lamprotornis chloropterus Swainson, 1838	2489077	Lamprotornis chloropterus Swainson, 1838	33	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sturnidae	9350	Lamprotornis	2489069	Lamprotornis chloropterus	2489077	LC
2490245	Anthus leucophrys Vieillot, 1818	2490245	Anthus leucophrys Vieillot, 1818	62	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Motacillidae	5257	Anthus	2490241	Anthus leucophrys	2490245	LC
5230000	Nectarinia habessinica Hemprich & Ehrenberg, 1828	7340666	Cinnyris habessinicus (Hemprich & Ehrenberg, 1828)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Nectariniidae	5259	Cinnyris	6087249	Cinnyris habessinicus	7340666	LC
5959111	Bubo africanus (Temminck, 1821)	5959111	Bubo africanus (Temminck, 1821)	21	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Bubo	5959091	Bubo africanus	5959111	LC
2475980	Tockus jacksoni (Ogilvie-Grant, 1891)	2475980	Tockus jacksoni (Ogilvie-Grant, 1891)	21	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Bucerotiformes	716	Bucerotidae	9720	Tockus	2475953	Tockus jacksoni	2475980	LC
6101004	Crithagra burtoni (G.R.Gray, 1862)	6101004	Crithagra burtoni (G.R.Gray, 1862)	38	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Crithagra	4846581	Crithagra burtoni	6101004	LC
2481773	Tryngites subruficollis (Vieillot, 1819)	8292425	Calidris subruficollis (Vieillot, 1819)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris subruficollis	8292425	NT
2490265	Anthus vaalensis Shelley, 1900	2490265	Anthus vaalensis Shelley, 1900	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Motacillidae	5257	Anthus	2490241	Anthus vaalensis	2490265	LC
2474909	Ardeotis kori (Burchell, 1822)	2474909	Ardeotis kori (Burchell, 1822)	104	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Otidiformes	8708973	Otididae	9610	Ardeotis	8518978	Ardeotis kori	2474909	NT
2480663	Circaetus fasciolatus Kaup, 1847	2480663	Circaetus fasciolatus Kaup, 1847	18	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Circaetus	2480661	Circaetus fasciolatus	2480663	NT
2484616	Vidua purpurascens (Reichenow, 1883)	2484616	Vidua purpurascens (Reichenow, 1883)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Viduidae	5295	Vidua	2484612	Vidua purpurascens	2484616	LC
2486156	Andropadus ansorgei Hartert, 1907	7340364	Eurillas ansorgei (Hartert, 1907)	11	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pycnonotidae	5277	Eurillas	7340347	Eurillas ansorgei	7340364	LC
2494084	Sporopipes frontalis (Daudin, 1800)	2494084	Sporopipes frontalis (Daudin, 1800)	69	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Ploceidae	9336	Sporopipes	2494082	Sporopipes frontalis	2494084	LC
5230015	Nectarinia rubescens (Vieillot, 1819)	7340886	Chalcomitra rubescens (Vieillot, 1819)	7	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Nectariniidae	5259	Chalcomitra	7340859	Chalcomitra rubescens	7340886	LC
5231575	Serinus burtoni (G.R.Gray, 1862)	6101004	Crithagra burtoni (G.R.Gray, 1862)	9	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Crithagra	4846581	Crithagra burtoni	6101004	LC
5232238	Ptilopsis granti (Kollibay, 1910)	5232238	Ptilopsis granti (Kollibay, 1910)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Ptilopsis	2497650	Ptilopsis granti	5232238	LC
7340939	Calendulauda alopex (Sharpe, 1890)	7340939	Calendulauda alopex (Sharpe, 1890)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Alaudidae	7211	Calendulauda	7340918	Calendulauda alopex	7340939	LC
2478902	Trachyphonus erythrocephalus Cabanis, 1878	2478902	Trachyphonus erythrocephalus Cabanis, 1878	84	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Lybiidae	4849497	Trachyphonus	2478889	Trachyphonus erythrocephalus	2478902	LC
